APPCH:010,L,L21LY, ,JEGET,K2,P,C,E  I, ,   ,IF, ,IDIQ,K2,P,I,      ,0293,0078,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,L,L21LY, ,FESDI,K2,P,C,E  F, ,   ,CF, ,IDIQ,K2,P,I,      ,0293,0065,2090,0013,+,03600,     ,     , ,   ,    ,   ,LAS,K2,D, , ,0,N,S;
APPCH:025,L,L21LY, ,LATPE,K2,P,C,E S , ,   ,CF, ,IDIQ,K2,P,I,      ,0293,0045,2090,0020,+,02760,     ,     , ,   ,-341,   , , , , , ,0,N,S;
APPCH:030,L,L21LY, ,ENIYO,K2,P,C,E  M, ,   ,CF, ,IDIQ,K2,P,I,      ,0293,0023,2090,0022, ,02072,     ,     , ,   ,-341,   , , , , , ,0,N,S;
APPCH:040,L,L21LY, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2090,    ,+,02270,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,L,L21LY, ,IREEN,K2,P,C,E   , ,   ,CF, ,LAS,K2,D, ,      ,0180,0103,2080,0011, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,L,L21LY, ,LAS,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,L,L21LY, ,LAS,K2,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1980,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,L,L21LZ, ,SHEET,K2,P,C,E  I, ,   ,IF, ,IDIQ,K2,P,I,      ,0293,0149,    ,    ,+,05000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,L,L21LZ, ,ROTSE,K2,P,C,E  F, ,   ,CF, ,IDIQ,K2,P,I,      ,0293,0090,2090,0059,+,04200,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:021,L,L21LZ, ,JELIR,K2,P,C,E S , ,   ,CF, ,IDIQ,K2,P,I,      ,0293,0061,2090,0029,+,03260,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:022,L,L21LZ, ,CADOS,K2,P,C,E S , ,   ,CF, ,IDIQ,K2,P,I,      ,0293,0045,2090,0016,+,02760,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:030,L,L21LZ, ,SESDE,K2,P,C,E  M, ,   ,CF, ,IDIQ,K2,P,I,      ,0293,0023,2090,0022, ,02057,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,L,L21LZ, ,ROCKX,K2,P,C,E M , ,   ,CF, ,BVL,K2,D, ,      ,1812,2773,2100,0015, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,L,L21LZ, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0430,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,L,L21LZ, ,ARCOE,K2,P,C,E   , ,   ,CF, ,BVL,K2,D, ,      ,1812,2452,3580,0250,+,15000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,L,L21LZ, ,ARCOE,K2,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,1780,0090,-,FL190,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,T03R,LUCIL,LUCIL,K2,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10300,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T03R,LUCIL,HUSTS,K2,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T03R, ,HUSTS,K2,P,C,E  I, ,   ,IF, ,LSV,K2,D, ,      ,2090,0156,    ,    ,+,06300,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:015,T,T03R, ,ENGLA,K2,P,C,E S , ,   ,CF, ,LSV,K2,D, ,      ,2090,0080,0290,0076,+,03900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T03R, ,WEBSO,K2,P,C,E  F, ,   ,CF, ,LSV,K2,D, ,      ,2090,0056,0290,0024,+,03220,     ,     , ,   ,-308,   ,LSV,K2,D, , ,0,D,S;
APPCH:030,T,T03R, ,CEDRU,K2,P,C,E  M, ,   ,CF, ,LSV,K2,D, ,      ,2090,0020,0290,0036, ,02042,     ,     , ,   ,-308,   , , , , , ,0,D,S;
APPCH:040,T,T03R, ,VETTT,K2,P,C,E M , ,   ,CF, ,LSV,K2,D, ,      ,0310,0310,0310,0330,+,09000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T03R, ,VETTT,K2,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,2110,0090,-,FL190,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T21LX,KUTME,KUTME,K2,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08800,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T21LX,KUTME,HULPU,K2,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T21LX, ,HULPU,K2,P,C,E  I, ,   ,IF, ,LSV,K2,D, ,      ,0300,0130,    ,    ,+,05000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T21LX, ,JENAR,K2,P,C,E  F, ,   ,CF, ,LSV,K2,D, ,      ,0300,0070,2100,0060,+,04400,     ,     , ,   ,    ,   ,LSV,K2,D, , ,0,D,S;
APPCH:025,T,T21LX, ,JOGEV,K2,P,C,E S , ,   ,CF, ,LSV,K2,D, ,      ,0300,0043,2100,0027,+,03380,     ,     , ,   ,-341,   , , , , , ,0,D,S;
APPCH:027,T,T21LX, ,WILIE,K2,P,C,E S , ,   ,CF, ,LSV,K2,D, ,      ,0300,0026,2100,0017,+,02800,     ,     , ,   ,-341,   , , , , , ,0,D,S;
APPCH:030,T,T21LX, ,KITCH,K2,P,C,E  M, ,   ,CF, ,LSV,K2,D, ,      ,0300,0007,2100,0019, ,02119,     ,     , ,   ,-341,   , , , , , ,0,D,S;
APPCH:040,T,T21LX, ,ROCKX,K2,P,C,E M , ,   ,CF, ,LSV,K2,D, ,      ,2100,0025,2100,0032, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T21LX, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0430,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T21LX, ,ARCOE,K2,P,C,E   , ,   ,CF, ,LSV,K2,D, ,      ,3580,0300,3580,0250,+,15000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T21LX, ,ARCOE,K2,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,1780,0090,-,FL190,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T21LY,DUDBE,DUDBE,K2,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,15000,10000,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T21LY,DUDBE,SECRT,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T21LY,DUDBE,HOKUM,K2,P,C,E   ,R,   ,AF, ,LSV,K2,D, ,      ,3560,0130,2830,    ,+,08800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T21LY,DUDBE,HULPU,K2,P,C,EE B,R,   ,AF, ,LSV,K2,D, ,      ,0300,0130,3560,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T21LY, ,HULPU,K2,P,C,E  I, ,   ,IF, ,LSV,K2,D, ,      ,0300,0130,    ,    ,+,05500,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T21LY, ,JENAR,K2,P,C,E  F, ,   ,CF, ,LSV,K2,D, ,      ,0300,0070,2100,0060,+,04400,     ,     , ,   ,    ,   ,LSV,K2,D, , ,0,D,S;
APPCH:025,T,T21LY, ,JOGEV,K2,P,C,E S , ,   ,CF, ,LSV,K2,D, ,      ,0300,0043,2100,0027,+,03380,     ,     , ,   ,-341,   , , , , , ,0,D,S;
APPCH:027,T,T21LY, ,WILIE,K2,P,C,E S , ,   ,CF, ,LSV,K2,D, ,      ,0300,0026,2100,0017,+,02800,     ,     , ,   ,-341,   , , , , , ,0,D,S;
APPCH:030,T,T21LY, ,KITCH,K2,P,C,E  M, ,   ,CF, ,LSV,K2,D, ,      ,0300,0007,2100,0019, ,02119,     ,     , ,   ,-341,   , , , , , ,0,D,S;
APPCH:040,T,T21LY, ,ROCKX,K2,P,C,E M , ,   ,CF, ,LSV,K2,D, ,      ,2100,0025,2100,0032, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T21LY, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0430,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T21LY, ,ARCOE,K2,P,C,E   , ,   ,CF, ,LSV,K2,D, ,      ,3580,0300,3580,0250,+,15000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T21LY, ,ARCOE,K2,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,1780,0090,-,FL190,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T21LZ,ARCOE,ARCOE,K2,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T21LZ,ARCOE,RONKY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T21LZ,ARCOE,WISTO,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T21LZ,ARCOE,OLNIE,K2,P,C,E   ,R,   ,AF, ,LSV,K2,D, ,      ,0030,0210,3580,    ,+,12500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T21LZ,ARCOE,KUTME,K2,P,C,EE B,R,   ,AF, ,LSV,K2,D, ,      ,0300,0210,0030,    ,+,08800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T21LZ, ,KUTME,K2,P,C,E  I, ,   ,IF, ,LSV,K2,D, ,      ,0300,0210,    ,    ,+,08800,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T21LZ, ,JENAR,K2,P,C,E  F, ,   ,CF, ,LSV,K2,D, ,      ,0300,0070,2100,0140,+,04400,     ,     , ,   ,    ,   ,LSV,K2,D, , ,0,D,S;
APPCH:025,T,T21LZ, ,JOGEV,K2,P,C,E S , ,   ,CF, ,LSV,K2,D, ,      ,0300,0043,2100,0027,+,03380,     ,     , ,   ,-341,   , , , , , ,0,D,S;
APPCH:027,T,T21LZ, ,WILIE,K2,P,C,E S , ,   ,CF, ,LSV,K2,D, ,      ,0300,0026,2100,0017,+,02800,     ,     , ,   ,-341,   , , , , , ,0,D,S;
APPCH:030,T,T21LZ, ,KITCH,K2,P,C,E  M, ,   ,CF, ,LSV,K2,D, ,      ,0300,0007,2100,0019, ,02119,     ,     , ,   ,-341,   , , , , , ,0,D,S;
APPCH:040,T,T21LZ, ,ROCKX,K2,P,C,E M , ,   ,CF, ,LSV,K2,D, ,      ,2100,0025,2100,0032, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T21LZ, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0430,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T21LZ, ,ARCOE,K2,P,C,E   , ,   ,CF, ,LSV,K2,D, ,      ,3580,0300,3580,0250,+,15000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T21LZ, ,ARCOE,K2,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,1780,0090,-,FL190,     ,     , ,   ,    ,   , , , , , ,0,D,S;
RWY:RW03L,     ,      ,01834, ,    , ,   ;N36133610,W115024849,0000;
RWY:RW03R,     ,      ,01826, ,    , ,   ;N36132958,W115023932,0000;
RWY:RW21L,     ,      ,01865, ,IDIQ,1,   ;N36144426,W115011838,0000;
RWY:RW21R,     ,      ,01869, ,    , ,   ;N36145129,W115012700,0000;
